sentence.id,sentence,instance
senseval2.d001.s068,"But Dr. Vogelstein had yet to nail the identity of the gene that , if damaged , flipped a colon cell into full-blown malignancy .","['yet', 'nail', 'identity', 'gene', 'damaged', 'flipped', 'colon', 'cell', 'full-blown', 'malignancy']"
senseval2.d001.s069,They focused on chromosome 17 .,['chromosome']
senseval2.d001.s070,"For months the Johns Hopkins researchers , using gene probes , experimentally crawled down the length of chromosome 17 , looking for the smallest common bit of genetic material lost in all tumor cells .","['months', 'researchers', 'using', 'gene', 'experimentally', 'down', 'length', 'chromosome', 'looking', 'common', 'bit', 'genetic', 'material', 'lost', 'tumor', 'cells']"
senseval2.d001.s071,Such a piece of DNA would probably constitute a gene .,"['piece', 'DNA', 'probably', 'constitute', 'gene']"
senseval2.d001.s072,"When they found it last winter , Dr. Vogelstein was dubious that the search was over .","['found', 'last', 'winter', 'dubious', 'search']"
senseval2.d001.s073,"His doubts stemmed from the fact that several years earlier a Princeton University researcher , Arnold Levine , had found in experiments with mice that a gene called p53 could transform normal cells into cancerous ones .","['doubts', 'stemmed', 'fact', 'several', 'years', 'earlier', 'researcher', 'found', 'experiments', 'mice', 'gene', 'called', 'transform', 'normal', 'cells', 'cancerous', 'ones']"
senseval2.d001.s074,The deletion Dr. Vogelstein found was in exactly the same spot as p53 .,"['found', 'exactly', 'same', 'spot']"
senseval2.d001.s075,"But Mr. Levine had said the p53 gene caused cancer by promoting growth , whereas the Johns Hopkins scientists were looking for a gene that suppressed growth .","['said', 'gene', 'caused', 'cancer', 'promoting', 'growth', 'scientists', 'looking', 'suppressed']"
senseval2.d001.s076,"Despite that , when the Johns Hopkins scientists compared the gene they had found in the human cancer cells with the Mr. Levine 's p53 gene they found the two were identical ; it turned out that in Mr. Levine 's cancer studies , he had unknowingly been observing a damaged form of p53 -- a cancer-suppressing gene .","['scientists', 'compared', 'gene', 'found', 'human', 'cancer', 'cells', 'identical', 'studies', 'unknowingly', 'observing', 'form']"
senseval2.d001.s077,"The discovery `` suddenly puts an obscure gene right in the cockpit of cancer formation , `` says Robert Weinberg , a leader in cancer-gene research at Whitehead Institute in Cambridge , Mass .","['discovery', 'suddenly', 'puts', 'obscure', 'gene', 'cancer', 'formation', 'says', 'leader', 'research']"
senseval2.d001.s078,"Evidence now is emerging that the p53 suppressor gene is involved in other cancers , too .","['Evidence', 'now', 'emerging', 'involved', 'other', 'cancers', 'too']"
senseval2.d001.s079,"Researchers in Edinburgh , Scotland , have found that in 23 of 38 breast tumors , one copy of chromosome 17 was mutated at the spot where gene p53 lies .","['Researchers', 'found', 'breast', 'tumors', 'copy', 'chromosome', 'mutated', 'spot', 'gene']"
senseval2.d001.s080,"The scientists say that since breast cancer often strikes multiple members of certain families , the gene , when inherited in a damaged form , may predispose women to the cancer .","['scientists', 'say', 'breast', 'cancer', 'often', 'strikes', 'multiple', 'members', 'certain', 'families', 'gene', 'inherited', 'form', 'women']"
senseval2.d001.s081,The p53 gene has just been implicated in lung cancer .,"['gene', 'just', 'implicated', 'lung', 'cancer']"
senseval2.d001.s082,"In a report out last week , John Minna and colleagues at the National Cancer Institute say that about half the cells taken from lung cancer tissue they tested are missing this gene .","['report', 'last', 'week', 'colleagues', 'say', 'about', 'cells', 'taken', 'lung', 'cancer', 'tissue', 'tested', 'missing', 'gene']"
senseval2.d001.s083,"There also are reports from several labs , as yet unpublished , of missing p53 genes in tissue taken from kidney , brain and skin cancers .","['reports', 'labs', 'yet', 'unpublished', 'missing', 'genes', 'tissue', 'taken', 'kidney', 'brain', 'skin', 'cancers']"
senseval2.d001.s084,"At the same time , the Johns Hopkins team and others are rushing to pinpoint other tumor-suppressor genes .","['team', 'rushing', 'other', 'genes']"
senseval2.d001.s085,"Dr. Vogelstein hopes soon to isolate one on chromosome 18 , also involved in colon cancer .","['hopes', 'soon', 'chromosome', 'also', 'involved', 'colon', 'cancer']"
senseval2.d001.s086,"Ray White in Utah and Walter Bodmer , a researcher in Great Britain , are close to finding another gene involved with some types of colon cancer , thought to be on chromosome 5 .","['researcher', 'close', 'finding', 'gene', 'involved', 'types', 'colon', 'cancer', 'thought', 'chromosome']"
senseval2.d001.s087,Dr. Minna believes people who inherit a defective gene somewhere on one of their two copies of chromosome 3 are especially prone to lung cancer .,"['believes', 'people', 'inherit', 'defective', 'gene', 'somewhere', 'copies', 'chromosome', 'especially', 'lung', 'cancer']"
senseval2.d001.s088,"Recently , he and others reported that the retinoblastoma suppressor gene may also be involved in some lung cancers , as well as several other more common cancers , too .","['Recently', 'reported', 'retinoblastoma', 'also', 'involved', 'lung', 'cancers', 'other', 'common']"
senseval2.d001.s089,"Where these discoveries will lead , scientists can only speculate .","['discoveries', 'lead', 'scientists', 'only', 'speculate']"
senseval2.d001.s090,"Already two major pharmaceutical companies , the Squibb unit of Bristol-Myers Squibb Co. and Hoffmann-La Roche Inc. , are collaborating with gene hunters to turn the anticipated cascade of discoveries into predictive tests and , maybe , new therapies .","['Already', 'major', 'pharmaceutical', 'companies', 'unit', 'collaborating', 'gene', 'hunters', 'turn', 'anticipated', 'discoveries', 'predictive', 'tests', 'maybe', 'new', 'therapies']"
senseval2.d001.s091,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the genes .,"['researchers', 'say', 'new', 'cancer', 'drugs', 'slow', 'reverse', 'tumor', 'growth', 'based', 'proteins', 'normally', 'produced', 'genes']"
senseval2.d001.s092,The idea would be to administer to patients the growth-controlling proteins made by healthy versions of the damaged genes .,"['idea', 'administer', 'patients', 'proteins', 'made', 'healthy', 'versions', 'genes']"
senseval2.d001.s093,"It may even be possible to replace defective genes with healthy versions , though no one has come close to doing that so far .","['possible', 'replace', 'defective', 'genes', 'healthy', 'versions']"
senseval2.d001.s094,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important steps in the genesis of cancer .","['says', 'witnessing', 'discovery', 'most', 'important', 'steps', 'genesis', 'cancer']"
senseval2.d002.s000,"Why ca not we teach our children to read , write and reckon ?","['teach', 'children', 'read', 'write', 'reckon']"
senseval2.d002.s001,"It 's not that we do not know how to , because we do .",['know']
senseval2.d002.s002,It 's that we do not want to .,['want']
senseval2.d002.s003,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['reason', 'want', 'effective', 'education', 'require', 'relinquish', 'cherished', 'metaphysical', 'beliefs', 'human', 'nature', 'young', 'people', 'violate', 'interests']"
senseval2.d002.s004,"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['beliefs', 'so', 'dominate', 'educational', 'establishment', 'politicians', 'even', 'parents', 'seems', 'almost', 'blasphemous', 'challenge']"
senseval2.d002.s005,Here is an example .,"['Here', 'example']"
senseval2.d002.s006,"If I were to ask a sample of American parents , `` Do you wish the elementary schools to encourage creativity in your children ? `` the near-unanimous answer would be , `` Yes , of course . ``","['ask', 'sample', 'American', 'parents', 'wish', 'encourage', 'creativity', 'children', 'answer']"
senseval2.d002.s007,"But what do we mean , specifically , by `` creativity `` ?","['mean', 'specifically', 'creativity']"
senseval2.d002.s008,No one can say .,"['one', 'say']"
senseval2.d002.s009,"In practice , it ends up being equated with a `` self-expression `` that encourages the youngsters ' `` self-esteem . ``","['equated', 'self-expression', 'encourages', 'youngsters']"
senseval2.d002.s010,The result is a generation of young people whose ignorance and intellectual incompetence is matched only by their good opinion of themselves .,"['result', 'generation', 'young', 'people', 'ignorance', 'intellectual', 'incompetence', 'matched', 'only', 'good', 'opinion']"
senseval2.d002.s011,"The whole notion of `` creativity `` in education was ( and is ) part and parcel of a romantic rebellion against disciplined instruction , which was ( and is ) regarded as `` authoritarian , `` a repression and frustration of the latent talents and the wonderful , if as yet undefined , potentialities inherent in the souls of all our children .","['whole', 'notion', 'creativity', 'education', 'romantic', 'rebellion', 'instruction', 'authoritarian', 'repression', 'frustration', 'latent', 'talents', 'yet', 'potentialities', 'souls', 'children']"
senseval2.d002.s012,It is not surprising that parents find this romantic extravagance so attractive .,"['surprising', 'find', 'romantic', 'so', 'attractive']"
senseval2.d002.s013,"Fortunately , these same parents do want their children to get a decent education as traditionally understood , and they have enough common sense to know what that demands .","['Fortunately', 'same', 'parents', 'want', 'children', 'get', 'decent', 'education', 'traditionally', 'know', 'demands']"
senseval2.d002.s014,Their commitment to `` creativity `` can not survive adolescent illiteracy .,"['commitment', 'survive', 'adolescent', 'illiteracy']"
senseval2.d002.s015,American education 's future will be determined by the degree to which we -- all of us -- allow this common sense to prevail over the illusions that we also share .,"['education', 'future', 'determined', 'degree', 'allow', 'prevail', 'illusions', 'also']"
senseval2.d002.s016,The education establishment will fight against common sense every inch of the way .,"['education', 'establishment', 'fight']"
senseval2.d002.s017,"The reasons are complex , but one simple reason ought not to be underestimated .","['reasons', 'complex', 'simple']"
senseval2.d002.s018,`` Progressive education `` ( as it was once called ) is far more interesting and agreeable to teachers than is disciplined instruction .,"['Progressive', 'education', 'once', 'called', 'far', 'more', 'interesting', 'agreeable', 'teachers', 'instruction']"
senseval2.d002.s019,It is nice for teachers to think they are engaged in `` personality development `` and even nicer to minimize those irksome tests with often disappointing results .,"['nice', 'teachers', 'think', 'personality', 'development', 'even', 'minimize', 'irksome', 'tests', 'often', 'disappointing', 'results']"
